condition,model,sentence,target_phrase,avg_sentence_prob,target_phrase_prob,surprisal_after_mask
no_honorific,bert-kor-base,어제 저녁에 혼자서 손님이 핸드폰을 샀다.,샀다,-6.509414611650365,-8.855574607849121,24.097810039146744
verb_only,bert-kor-base,어제 저녁에 혼자서 손님이 핸드폰을 사셨다.,사셨다,-6.492755903629586,-7.8426079750061035,24.370904730104815
noun_only,bert-kor-base,어제 저녁에 혼자서 손님께서 핸드폰을 샀다.,샀다,-6.766762713436037,-10.359695434570312,23.954293956654748
all_honorific,bert-kor-base,어제 저녁에 혼자서 손님께서 핸드폰을 사셨다.,사셨다,-5.45351877477434,-5.699343204498291,24.18909567850231
no_honorific,bert-kor-base,어제 저녁에 혼자서 손님이 편지를 썼다.,썼다,-5.527290081073131,-1.5139102935791016,24.95781134857803
verb_only,bert-kor-base,어제 저녁에 혼자서 손님이 편지를 쓰셨다.,쓰셨다,-5.2669285397278145,-2.9435824006795883,24.809262365791184
noun_only,bert-kor-base,어제 저녁에 혼자서 손님께서 편지를 썼다.,썼다,-5.439752121339552,-3.475821018218994,24.017767937573986
all_honorific,bert-kor-base,어제 저녁에 혼자서 손님께서 편지를 쓰셨다.,쓰셨다,-4.718934476168619,-2.68521511554718,24.469928212888
no_honorific,bert-kor-base,어제 저녁에 혼자서 손님이 노래를 불렀다.,불렀다,-5.723552516528538,-1.2711279392242432,25.339629343827948
verb_only,bert-kor-base,어제 저녁에 혼자서 손님이 노래를 부르셨다.,부르셨다,-5.093598290113732,-2.9631978385150433,25.22900184762575
noun_only,bert-kor-base,어제 저녁에 혼자서 손님께서 노래를 불렀다.,불렀다,-5.373986737104133,-2.7448363304138184,24.588384359357477
all_honorific,bert-kor-base,어제 저녁에 혼자서 손님께서 노래를 부르셨다.,부르셨다,-4.422722319399731,-2.397997410967946,25.115311684376984
no_honorific,bert-kor-base,어제 저녁에 혼자서 손님이 티비를 봤다.,봤다,-4.910725262016058,-3.0371365547180176,22.973004978390183
verb_only,bert-kor-base,어제 저녁에 혼자서 손님이 티비를 보셨다.,보셨다,-4.708140731685692,-4.414240896701813,24.501501475864
noun_only,bert-kor-base,어제 저녁에 혼자서 손님께서 티비를 봤다.,봤다,-4.453609494285451,-4.056828498840332,23.40880901567654
all_honorific,bert-kor-base,어제 저녁에 혼자서 손님께서 티비를 보셨다.,보셨다,-3.636689919792116,-1.98268923163414,23.6011736744584
no_honorific,bert-kor-base,어제 저녁에 혼자서 손님이 산책을 했다.,했다,-7.153751392449651,-3.4040932655334473,24.758069322004758
verb_only,bert-kor-base,어제 저녁에 혼자서 손님이 산책을 하셨다.,하셨다,-7.197771058018718,-6.377129077911377,24.210479313379988
noun_only,bert-kor-base,어제 저녁에 혼자서 손님께서 산책을 했다.,했다,-6.417173314606771,-5.467421531677246,24.29639083886139
all_honorific,bert-kor-base,어제 저녁에 혼자서 손님께서 산책을 하셨다.,하셨다,-5.788142701960169,-4.037075996398926,24.30879285178041
no_honorific,bert-kor-base,어제 저녁에 혼자서 손님이 정원을 가꿨다.,가꿨다,-5.198496494628489,-4.911196370919545,23.602142280748062
verb_only,bert-kor-base,어제 저녁에 혼자서 손님이 정원을 가꾸셨다.,가꾸셨다,-4.832974340352747,-3.3366509079933167,24.024889395180914
noun_only,bert-kor-base,어제 저녁에 혼자서 손님께서 정원을 가꿨다.,가꿨다,-5.0683129235086115,-6.117169260978699,23.19707223110149
all_honorific,bert-kor-base,어제 저녁에 혼자서 손님께서 정원을 가꾸셨다.,가꾸셨다,-4.136721025966108,-2.815392166376114,23.90571780088385
no_honorific,bert-kor-base,어제 저녁에 혼자서 손님이 빨래를 널었다.,널었다,-4.675116560189053,-2.3629752695560455,24.161006096102188
verb_only,bert-kor-base,어제 저녁에 혼자서 손님이 빨래를 널으셨다.,널으셨다,-5.30440421257582,-4.87609879175822,23.789548335740246
noun_only,bert-kor-base,어제 저녁에 혼자서 손님께서 빨래를 널었다.,널었다,-4.606907778729995,-2.8247453570365906,23.624310156513673
all_honorific,bert-kor-base,어제 저녁에 혼자서 손님께서 빨래를 널으셨다.,널으셨다,-4.387901933956892,-3.7663378715515137,23.83704306460252
no_honorific,bert-kor-base,선생님이 어제 저녁에 혼자서 책을 읽었다.,읽었다,-4.54900634707883,-2.4304482005536556,24.92826885674342
verb_only,bert-kor-base,선생님이 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-3.6036757909589343,-3.547786321491003,25.055976293968108
noun_only,bert-kor-base,선생님께서 어제 저녁에 혼자서 책을 읽었다.,읽었다,-4.256519897375256,-2.2815732965245843,24.39783858909114
all_honorific,bert-kor-base,선생님께서 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-3.205749366018507,-3.1901019228001437,25.200837968720453
no_honorific,bert-kor-base,선생님이 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-5.08816984994337,-3.8192920684814453,24.59925641461442
verb_only,bert-kor-base,선생님이 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-4.46095177758899,-4.5614036321640015,25.647552585377547
noun_only,bert-kor-base,선생님께서 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-5.18704952346161,-3.8473010063171387,24.58966941372472
all_honorific,bert-kor-base,선생님께서 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-4.184329730355078,-4.617451548576355,25.948673569120224
no_honorific,bert-kor-base,선생님이 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-5.216641957871616,-4.052435874938965,25.065585308637115
verb_only,bert-kor-base,선생님이 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-4.520852994380726,-2.910213530063629,25.659354722810356
noun_only,bert-kor-base,선생님께서 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-5.2670501072425395,-4.941433429718018,25.06124309066813
all_honorific,bert-kor-base,선생님께서 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-4.008677556903826,-2.608039617538452,26.472972999234546
no_honorific,bert-kor-base,선생님이 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-5.9466048790408035,-7.100619316101074,24.234155133028366
verb_only,bert-kor-base,선생님이 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-5.521498733665794,-6.264057874679565,24.47637274678113
noun_only,bert-kor-base,선생님께서 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-6.1486131846904755,-8.251636505126953,24.032599721384397
all_honorific,bert-kor-base,선생님께서 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-5.070182096678764,-6.133607625961304,24.898891468253638
no_honorific,bert-kor-base,선생님이 어제 저녁에 혼자서 편지를 썼다.,썼다,-4.879954442115767,-1.4103446006774902,25.468189815000915
verb_only,bert-kor-base,선생님이 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-4.2368454854004085,-2.1883281655609608,25.43797865461975
noun_only,bert-kor-base,선생님께서 어제 저녁에 혼자서 편지를 썼다.,썼다,-4.604456744289824,-1.309280514717102,24.798651724163552
all_honorific,bert-kor-base,선생님께서 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-3.5654401471838355,-2.0057277530431747,26.203221651009247
no_honorific,bert-kor-base,선생님이 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-4.220120155651655,-0.5222640037536621,25.070758546775068
verb_only,bert-kor-base,선생님이 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-3.344906642450951,-2.6091832164674997,25.29077801581567
noun_only,bert-kor-base,선생님께서 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-3.8850765792386874,-0.7301167249679565,24.53202908432275
all_honorific,bert-kor-base,선생님께서 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-2.6237211499828845,-1.7840105537325144,26.343179756420195
no_honorific,bert-kor-base,선생님이 어제 저녁에 혼자서 티비를 봤다.,봤다,-4.28803342487663,-1.3891547918319702,23.650745953743098
verb_only,bert-kor-base,선생님이 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-3.453003833691279,-3.0978419594466686,24.80273528022564
noun_only,bert-kor-base,선생님께서 어제 저녁에 혼자서 티비를 봤다.,봤다,-4.374787440523505,-1.3867180347442627,23.382067777259184
all_honorific,bert-kor-base,선생님께서 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-2.836460560767187,-2.0447326116263866,25.376529941397074
no_honorific,bert-kor-base,선생님이 어제 저녁에 혼자서 산책을 했다.,했다,-5.92708434404007,-2.511906623840332,24.951820848883177
verb_only,bert-kor-base,선생님이 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-4.966101196860628,-4.658083915710449,25.30821568075195
noun_only,bert-kor-base,선생님께서 어제 저녁에 혼자서 산책을 했다.,했다,-5.4846559683127065,-2.840512275695801,24.21285955326793
all_honorific,bert-kor-base,선생님께서 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-3.92300569159644,-2.56461238861084,26.128658228762376
no_honorific,bert-kor-base,선생님이 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-4.85814719395712,-5.331832975149155,25.106200731464874
verb_only,bert-kor-base,선생님이 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-3.4752481614963875,-3.005791574716568,25.181683228997958
noun_only,bert-kor-base,선생님께서 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-4.925456046871841,-5.697991460561752,24.430966575230936
all_honorific,bert-kor-base,선생님께서 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-2.955935696967774,-2.1607538908720016,25.34064472939864
no_honorific,bert-kor-base,선생님이 어제 저녁에 혼자서 빨래를 널었다.,널었다,-4.884669738821685,-3.345614433288574,25.17918191332381
verb_only,bert-kor-base,선생님이 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-4.52117433388614,-5.433447043100993,24.645856833692207
noun_only,bert-kor-base,선생님께서 어제 저녁에 혼자서 빨래를 널었다.,널었다,-4.681280906312168,-2.8522201776504517,24.56972768139188
all_honorific,bert-kor-base,선생님께서 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-3.9853647828309073,-4.975527445475261,24.74485830269608
no_honorific,bert-kor-base,교수님이 어제 저녁에 혼자서 책을 읽었다.,읽었다,-4.041131677002543,-1.8230504086241126,25.682452680751837
verb_only,bert-kor-base,교수님이 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-2.587602402176708,-2.07502963890632,25.736025964426204
noun_only,bert-kor-base,교수님께서 어제 저녁에 혼자서 책을 읽었다.,읽었다,-3.90797363449302,-1.8677447643131018,26.316444021447666
all_honorific,bert-kor-base,교수님께서 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-2.474806226044893,-1.9487924426794052,26.411868251313592
no_honorific,bert-kor-base,교수님이 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-3.9166225087311535,-2.9976489543914795,25.377814995764318
verb_only,bert-kor-base,교수님이 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-3.364935540780425,-3.3051743507385254,25.784233389393652
noun_only,bert-kor-base,교수님께서 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-3.9983425326645374,-3.679093837738037,25.10539447679763
all_honorific,bert-kor-base,교수님께서 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-3.509584192186594,-3.51408314704895,26.122329267210624
no_honorific,bert-kor-base,교수님이 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-4.125328821647498,-2.9612789154052734,25.744726910698656
verb_only,bert-kor-base,교수님이 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-3.7681705788709223,-2.2928122729063034,25.75511741453318
noun_only,bert-kor-base,교수님께서 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-4.341594270223545,-3.951932907104492,25.855981799611204
all_honorific,bert-kor-base,교수님께서 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-3.7312053836882115,-2.280280128121376,26.472362116858683
no_honorific,bert-kor-base,교수님이 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-5.527453920105472,-8.764320373535156,24.436992847317168
verb_only,bert-kor-base,교수님이 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-4.454654742446211,-4.684934854507446,24.554185953198708
noun_only,bert-kor-base,교수님께서 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-5.689917611191049,-9.845660209655762,24.07326192349319
all_honorific,bert-kor-base,교수님께서 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-4.378518105174105,-4.414751768112183,25.089668383202735
no_honorific,bert-kor-base,교수님이 어제 저녁에 혼자서 편지를 썼다.,썼다,-4.93531523772981,-0.9095075726509094,25.86307298827158
verb_only,bert-kor-base,교수님이 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-3.4153196993801327,-1.4255467988550663,25.59181644788593
noun_only,bert-kor-base,교수님께서 어제 저녁에 혼자서 편지를 썼다.,썼다,-4.792639205465093,-1.0570948123931885,25.49790291362518
all_honorific,bert-kor-base,교수님께서 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-3.409869405440986,-1.4717925824224949,25.998416455194576
no_honorific,bert-kor-base,교수님이 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-3.7590799551689997,-0.4817322790622711,25.11405139551146
verb_only,bert-kor-base,교수님이 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-2.5934126340887613,-1.7827951535582542,25.471640474907826
noun_only,bert-kor-base,교수님께서 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-3.568293588818051,-0.7084718942642212,25.37404238433499
all_honorific,bert-kor-base,교수님께서 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-2.5248695597466497,-1.645952807739377,26.149241112417638
no_honorific,bert-kor-base,교수님이 어제 저녁에 혼자서 티비를 봤다.,봤다,-3.873388805737098,-1.4113026857376099,24.465638277644878
verb_only,bert-kor-base,교수님이 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-2.657378322444856,-1.2820412889122963,25.869487253218157
noun_only,bert-kor-base,교수님께서 어제 저녁에 혼자서 티비를 봤다.,봤다,-3.9171042094628015,-1.9911667108535767,25.05571212861638
all_honorific,bert-kor-base,교수님께서 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-2.5870122065767647,-1.1734375953674316,26.57313294337463
no_honorific,bert-kor-base,교수님이 어제 저녁에 혼자서 산책을 했다.,했다,-5.301389056374319,-2.4991097450256348,25.372523433562574
verb_only,bert-kor-base,교수님이 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-4.0046403798041865,-3.832334041595459,25.309319121439888
noun_only,bert-kor-base,교수님께서 어제 저녁에 혼자서 산책을 했다.,했다,-5.347824830561876,-3.673037052154541,25.24396571411202
all_honorific,bert-kor-base,교수님께서 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-3.7756678257137537,-2.471876621246338,25.703316240093304
no_honorific,bert-kor-base,교수님이 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-4.180773910135031,-5.000158508618672,25.544351987970206
verb_only,bert-kor-base,교수님이 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-3.104294358473271,-3.2819046080112457,25.241101171079247
noun_only,bert-kor-base,교수님께서 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-4.214726512489671,-5.340529749790828,25.28807582440531
all_honorific,bert-kor-base,교수님께서 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-2.934264113847166,-2.6660827845335007,25.396116701538535
no_honorific,bert-kor-base,교수님이 어제 저녁에 혼자서 빨래를 널었다.,널었다,-3.8643146361120873,-1.777071237564087,24.623416537407625
verb_only,bert-kor-base,교수님이 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-3.353001060290262,-3.9804370403289795,24.130781177108954
noun_only,bert-kor-base,교수님께서 어제 저녁에 혼자서 빨래를 널었다.,널었다,-3.8309292877092957,-2.1223380863666534,24.334265546165003
all_honorific,bert-kor-base,교수님께서 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-3.121690063783899,-3.4413770039876304,24.520188422776148
no_honorific,bert-kor-base,어머니가 어제 저녁에 혼자서 책을 읽었다.,읽었다,-4.150864431634545,-2.110301861539483,25.450796177623253
verb_only,bert-kor-base,어머니가 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-3.0834233136847615,-2.6249790402750173,25.014887574885172
noun_only,bert-kor-base,어머니께서 어제 저녁에 혼자서 책을 읽었다.,읽었다,-3.1025510542094707,-2.231721529737115,27.226570706368822
all_honorific,bert-kor-base,어머니께서 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-2.138677951321006,-2.0476891646782556,26.720000623766644
no_honorific,bert-kor-base,어머니가 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-4.59812927339226,-3.7797701358795166,23.567891591863432
verb_only,bert-kor-base,어머니가 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-3.6832639376322427,-3.790472626686096,24.46801851753282
noun_only,bert-kor-base,어머니께서 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-3.2175656602614455,-3.816080331802368,24.545556551709016
all_honorific,bert-kor-base,어머니께서 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-3.005697075277567,-4.008154392242432,25.25577060326724
no_honorific,bert-kor-base,어머니가 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-4.6115533066913486,-3.084686279296875,25.254375480003443
verb_only,bert-kor-base,어머니가 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-3.6289986522040434,-2.0221061408519745,25.665325960448314
noun_only,bert-kor-base,어머니께서 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-3.5627581857972674,-3.9867217540740967,26.27558644704749
all_honorific,bert-kor-base,어머니께서 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-3.0661548425443472,-2.0108412876725197,27.054469731442218
no_honorific,bert-kor-base,어머니가 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-5.504449214520199,-7.87327766418457,24.99823690255924
verb_only,bert-kor-base,어머니가 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-5.101002940442413,-5.593645095825195,25.480432228019932
noun_only,bert-kor-base,어머니께서 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-4.600578173645772,-9.29245662689209,26.076711213034567
all_honorific,bert-kor-base,어머니께서 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-3.8814485483906336,-4.491814136505127,26.75583905648404
no_honorific,bert-kor-base,어머니가 어제 저녁에 혼자서 편지를 썼다.,썼다,-4.485018205962011,-1.0943716764450073,25.735274744207235
verb_only,bert-kor-base,어머니가 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-3.632809763075784,-2.082512676715851,25.927270672185646
noun_only,bert-kor-base,어머니께서 어제 저녁에 혼자서 편지를 썼다.,썼다,-3.459827483864501,-1.4078220129013062,26.113020190284722
all_honorific,bert-kor-base,어머니께서 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-2.9102137201569147,-1.8097975105047226,27.27589808235869
no_honorific,bert-kor-base,어머니가 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-3.8658557139070973,-0.7155489325523376,25.579439200468634
verb_only,bert-kor-base,어머니가 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-2.841612161253579,-1.999667376279831,26.20006817712303
noun_only,bert-kor-base,어머니께서 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-2.7345673465169966,-0.9214357137680054,26.67336718401989
all_honorific,bert-kor-base,어머니께서 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-2.2651196683032646,-1.8128745844587684,27.56327696436682
no_honorific,bert-kor-base,어머니가 어제 저녁에 혼자서 티비를 봤다.,봤다,-3.707953627454117,-2.430227518081665,23.362101279424614
verb_only,bert-kor-base,어머니가 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-2.698684228791131,-2.8886762857437134,24.072953730582846
noun_only,bert-kor-base,어머니께서 어제 저녁에 혼자서 티비를 봤다.,봤다,-2.8864246716515884,-2.5999319553375244,25.092263257438955
all_honorific,bert-kor-base,어머니께서 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-1.889835538249463,-1.4838482178747654,25.34175642525382
no_honorific,bert-kor-base,어머니가 어제 저녁에 혼자서 산책을 했다.,했다,-5.124351940383868,-2.8129990100860596,24.307249135506265
verb_only,bert-kor-base,어머니가 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-3.7258675065157667,-3.039475679397583,24.571967583436717
noun_only,bert-kor-base,어머니께서 어제 저녁에 혼자서 산책을 했다.,했다,-3.9708324033999816,-3.6453676223754883,25.300307230534674
all_honorific,bert-kor-base,어머니께서 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-2.9354196623899043,-2.875075340270996,25.527767356982206
no_honorific,bert-kor-base,어머니가 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-4.338129378762096,-5.008546352386475,23.91915446143046
verb_only,bert-kor-base,어머니가 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-3.3045513761333294,-3.042163886129856,24.820126165880886
noun_only,bert-kor-base,어머니께서 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-3.6264618596231397,-5.786137978235881,24.167910167638425
all_honorific,bert-kor-base,어머니께서 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-2.500728988600895,-2.7290260046720505,25.897453008109657
no_honorific,bert-kor-base,어머니가 어제 저녁에 혼자서 빨래를 널었다.,널었다,-3.95943621173501,-2.5464431941509247,24.374355390011726
verb_only,bert-kor-base,어머니가 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-3.7265241431175835,-4.653431495030721,23.75148926303491
noun_only,bert-kor-base,어머니께서 어제 저녁에 혼자서 빨래를 널었다.,널었다,-2.830767432745132,-1.98943692445755,25.679467061932858
all_honorific,bert-kor-base,어머니께서 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-2.6407613826915624,-3.661858876546224,25.625197592487797
no_honorific,bert-kor-base,아버지가 어제 저녁에 혼자서 책을 읽었다.,읽었다,-4.465785852517001,-2.1835535541176796,25.672463928389725
verb_only,bert-kor-base,아버지가 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-3.3624436937065587,-3.0736158775786557,25.254779983198272
noun_only,bert-kor-base,아버지께서 어제 저녁에 혼자서 책을 읽었다.,읽었다,-3.2450496893790035,-2.2147426456212997,27.012153744162728
all_honorific,bert-kor-base,아버지께서 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-2.237888192385435,-1.922468088567257,26.96503875299356
no_honorific,bert-kor-base,아버지가 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-4.85332365334034,-3.6564083099365234,24.100443437496757
verb_only,bert-kor-base,아버지가 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-3.7699392214417458,-3.4720592498779297,24.741536973742615
noun_only,bert-kor-base,아버지께서 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-3.3837668634951115,-3.6427154541015625,24.90706958726747
all_honorific,bert-kor-base,아버지께서 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-3.05670485496521,-3.8274965286254883,25.52494408978564
no_honorific,bert-kor-base,아버지가 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-4.875533826183528,-2.7712180614471436,25.032124364085245
verb_only,bert-kor-base,아버지가 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-3.926022090638677,-2.2373454868793488,25.31467397325715
noun_only,bert-kor-base,아버지께서 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-3.5244658472430377,-3.5253262519836426,26.193863043079897
all_honorific,bert-kor-base,아버지께서 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-3.033246368216351,-1.7834933698177338,26.928341782883056
no_honorific,bert-kor-base,아버지가 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-5.651021382372294,-7.717889785766602,24.711898171623524
verb_only,bert-kor-base,아버지가 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-5.047362525830977,-5.235872745513916,25.052192675649124
noun_only,bert-kor-base,아버지께서 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-4.659100976772606,-9.296480178833008,25.641463023675797
all_honorific,bert-kor-base,아버지께서 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-3.9278996994511948,-4.374014616012573,26.31877748205457
no_honorific,bert-kor-base,아버지가 어제 저녁에 혼자서 편지를 썼다.,썼다,-4.805371336106743,-1.1886101961135864,25.426831427121428
verb_only,bert-kor-base,아버지가 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-3.8771812678314745,-2.1264000236988068,25.771812114417738
noun_only,bert-kor-base,아버지께서 어제 저녁에 혼자서 편지를 썼다.,썼다,-3.551756394444965,-1.3204996585845947,26.398412328710087
all_honorific,bert-kor-base,아버지께서 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-2.9735199032972255,-1.7951726913452148,27.331686502576172
no_honorific,bert-kor-base,아버지가 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-4.03246118899967,-0.7275857925415039,25.603643350820462
verb_only,bert-kor-base,아버지가 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-2.9405942448065616,-2.212961684912443,26.06593821978452
noun_only,bert-kor-base,아버지께서 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-2.826622490189038,-0.7107821702957153,26.778262842434135
all_honorific,bert-kor-base,아버지께서 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-2.299445516533322,-1.7976533751934767,27.627636999903306
no_honorific,bert-kor-base,아버지가 어제 저녁에 혼자서 티비를 봤다.,봤다,-4.036780366674066,-2.2913458347320557,23.19565509405838
verb_only,bert-kor-base,아버지가 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-2.8315453628698983,-2.4603369422256947,23.52748529993912
noun_only,bert-kor-base,아버지께서 어제 저녁에 혼자서 티비를 봤다.,봤다,-3.1051297469271555,-2.342284679412842,24.08563641918807
all_honorific,bert-kor-base,아버지께서 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-1.9768701756373048,-1.441717877984047,24.267585808633683
no_honorific,bert-kor-base,아버지가 어제 저녁에 혼자서 산책을 했다.,했다,-5.395965267904103,-2.5905251502990723,24.5846420168747
verb_only,bert-kor-base,아버지가 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-3.927302269730717,-3.4387621879577637,24.77904570196519
noun_only,bert-kor-base,아버지께서 어제 저녁에 혼자서 산책을 했다.,했다,-4.144187748199329,-3.31325626373291,25.67704554620871
all_honorific,bert-kor-base,아버지께서 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-3.00095033692196,-2.5572519302368164,25.992973548260068
no_honorific,bert-kor-base,아버지가 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-4.520824775472283,-4.873678982257843,24.01773491690502
verb_only,bert-kor-base,아버지가 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-3.4491172242495747,-3.3577598482370377,25.196897502223887
noun_only,bert-kor-base,아버지께서 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-3.6474597150121224,-5.68872731924057,24.600271800185112
all_honorific,bert-kor-base,아버지께서 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-2.5128867857158186,-2.6037904173135757,26.627867453907626
no_honorific,bert-kor-base,아버지가 어제 저녁에 혼자서 빨래를 널었다.,널었다,-4.222461900906637,-2.462417960166931,24.485783637436345
verb_only,bert-kor-base,아버지가 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-3.928908812761721,-4.888131141662598,23.502568453482116
noun_only,bert-kor-base,아버지께서 어제 저녁에 혼자서 빨래를 널었다.,널었다,-2.9491961934189828,-1.862195998430252,24.908093228005402
